fileName,Label,S1@(ms),S2@(ms),systole,diastole,S1(ABV),syst_mur(0/1),smur_begin,syst_dur,syst_amp,syst_freq,S2(ABV),diast_mur(0/1),dmur_begin,diast_dur,diast_amp,diast_freq
syst&diast_s05.wav,3,190,370,180,540,0.463258615,1,250,60,0.110835353,156.2682779,0.088306117,0,0,0,0,0
syst&diast_s06.wav,3,170,360,190,530,0.456808662,1,230,70,0.102860718,166.1377531,0.088283217,1,590,20,0.008768915,405.8827612
syst&diast_s07.wav,3,130,280,150,570,0.457980506,1,190,30,0.085058277,180.7165074,0.074011415,0,0,0,0,0
syst&diast_s08.wav,3,250,440,190,530,0.461389579,1,310,70,0.087383426,161.2406525,0.078510362,1,620,20,0.011807319,424.8202276
syst&diast_s09.wav,3,240,380,140,580,0.448337266,1,280,40,0.106589127,186.4019274,0.113088823,1,440,20,0.019221057,86.79207345
syst&diast_s10.wav,3,220,380,160,560,0.43780485,1,280,40,0.071379448,181.6092258,0.097263396,0,0,0,0,0
syst&diast_s11.wav,3,280,450,170,550,0.454158564,1,320,70,0.075241438,177.5650478,0.100582042,0,0,0,0,0
syst&diast_s13.wav,3,200,370,170,550,0.438705965,1,260,50,0.062406509,173.6729723,0.098483365,0,0,0,0,0
syst&diast_s15.wav,3,180,340,160,560,0.417291561,1,210,70,0.096162605,171.7285146,0.079716936,0,0,0,0,0
syst&diast_s16.wav,3,210,340,130,590,0.411558581,1,270,10,0.053047494,150.1499142,0.130482425,1,400,20,0.016136599,95.78426207
syst&diast_s17.wav,3,250,400,150,570,0.423827649,1,310,30,0.111616251,151.9366247,0.085966435,0,0,0,0,0
syst&diast_s18.wav,3,220,400,180,540,0.403394664,1,250,90,0.061557446,166.5952878,0.10147515,0,0,0,0,0
syst&diast_s19.wav,3,260,430,170,550,0.405160956,1,320,50,0.079871806,163.0297249,0.079835833,0,0,0,0,0
syst&diast_s20.wav,3,240,400,160,560,0.413426693,1,270,70,0.066010035,188.6229056,0.086934327,0,0,0,0,0
syst&diast_s21.wav,3,220,370,150,590,0.397242061,1,280,30,0.06200124,158.5413726,0.080199736,0,0,0,0,0
syst&diast_s22.wav,3,210,400,190,550,0.415481714,1,270,70,0.087476499,182.0667611,0.092055831,0,0,0,0,0
syst&diast_s23.wav,3,200,390,190,540,0.402381,1,260,70,0.077355791,172.2197138,0.112638871,0,0,0,0,0
